body_0_vel_x,body_0_vel_y,body_0_vel_z,body_1_vel_x,body_1_vel_y,body_1_vel_z,body_2_vel_x,body_2_vel_y,body_2_vel_z,body_3_vel_x,body_3_vel_y,body_3_vel_z,body_4_vel_x,body_4_vel_y,body_4_vel_z,body_5_vel_x,body_5_vel_y,body_5_vel_z,body_6_vel_x,body_6_vel_y,body_6_vel_z,body_7_vel_x,body_7_vel_y,body_7_vel_z,body_8_vel_x,body_8_vel_y,body_8_vel_z,body_9_vel_x,body_9_vel_y,body_9_vel_z,body_10_vel_x,body_10_vel_y,body_10_vel_z,body_11_vel_x,body_11_vel_y,body_11_vel_z,body_12_vel_x,body_12_vel_y,body_12_vel_z,body_13_vel_x,body_13_vel_y,body_13_vel_z,body_14_vel_x,body_14_vel_y,body_14_vel_z,body_15_vel_x,body_15_vel_y,body_15_vel_z,body_16_vel_x,body_16_vel_y,body_16_vel_z,body_17_vel_x,body_17_vel_y,body_17_vel_z,body_18_vel_x,body_18_vel_y,body_18_vel_z,body_19_vel_x,body_19_vel_y,body_19_vel_z,body_20_vel_x,body_20_vel_y,body_20_vel_z,body_21_vel_x,body_21_vel_y,body_21_vel_z,body_22_vel_x,body_22_vel_y,body_22_vel_z,body_23_vel_x,body_23_vel_y,body_23_vel_z,body_24_vel_x,body_24_vel_y,body_24_vel_z,body_25_vel_x,body_25_vel_y,body_25_vel_z,body_26_vel_x,body_26_vel_y,body_26_vel_z,body_27_vel_x,body_27_vel_y,body_27_vel_z,body_28_vel_x,body_28_vel_y,body_28_vel_z,body_29_vel_x,body_29_vel_y,body_29_vel_z
0.018394971,-0.000510039,-0.000731647,0.019391991,-0.002269588,0.002621331,0.020741507,-0.000582141,0.002256695,0.010475524,0.004930248,0.001233727,0.010475524,0.004930248,0.001233727,-0.000212817,-0.003034251,-0.001241966,-0.000212818,-0.003034251,-0.001241966,0.019183641,0.002516782,-0.004063501,0.020605016,0.002301376,-0.003700237,0.012272201,0.002895060,-0.002893921,0.012272202,0.002895060,-0.002893921,-0.003597186,-0.008790059,-0.003864520,-0.003597187,-0.008790059,-0.003864520,0.008669431,-0.007412082,-0.000846701,0.008695398,-0.007829498,0.003133038,0.008695399,-0.007829498,0.003133039,-0.006469890,-0.005809795,-0.009841233,-0.006469890,-0.005809799,-0.009841232,-0.030451410,0.005777292,-0.017713208,-0.030451411,0.005777285,-0.017713211,-0.044611316,0.015490338,-0.023449004,0.008643460,-0.006994661,-0.004826484,0.008643460,-0.006994661,-0.004826486,0.034339845,-0.018173650,-0.023694731,0.034339841,-0.018173650,-0.023694733,0.051084697,-0.047211565,-0.012282230,0.051084694,-0.047211565,-0.012282228,0.050052717,-0.059982404,-0.005423096,0.003618833,-0.010996398,-0.000906472,0.003618833,-0.010996398,-0.000906472
0.016424969,-0.003504986,-0.000189245,0.016754849,-0.003638093,0.000989421,0.017186886,-0.001966104,0.000879039,0.008777486,0.004895588,0.000092940,0.008777486,0.004895588,0.000092940,0.000657355,-0.002847888,-0.002160793,0.000657355,-0.002847888,-0.002160793,0.016683275,-0.001950338,-0.001331993,0.017160116,-0.001542037,-0.001197228,0.009950311,0.001011999,-0.000464447,0.009950310,0.001011999,-0.000464447,0.000125105,-0.000205085,-0.000059829,0.000125106,-0.000205085,-0.000059829,0.013221478,-0.011247243,-0.000384862,0.013257505,-0.010021237,0.000917078,0.013257504,-0.010021236,0.000917079,-0.012415443,-0.005281046,-0.020817744,-0.012415443,-0.005281046,-0.020817747,-0.036503412,0.014253601,-0.033743225,-0.036503412,0.014253601,-0.033743225,-0.047730546,0.024072602,-0.039476961,0.013185450,-0.012473267,-0.001686816,0.013185449,-0.012473267,-0.001686817,0.037886210,-0.027004197,-0.020301925,0.037886206,-0.027004197,-0.020301927,0.059534289,-0.046100244,-0.014698055,0.059534289,-0.046100244,-0.014698058,0.066240110,-0.052662116,-0.012697833,0.011557864,-0.015267901,-0.000486455,0.011557864,-0.015267901,-0.000486455
0.017339947,-0.003549969,0.000961125,0.017122298,-0.002900695,0.000267739,0.016764747,-0.001171398,0.000376191,0.008229024,0.006641143,-0.000396064,0.008229023,0.006641144,-0.000396065,0.000786323,-0.003893124,-0.003223652,0.000786323,-0.003893124,-0.003223652,0.017132698,-0.002919360,0.001694747,0.016815741,-0.002408639,0.001625977,0.009387281,0.000089989,0.002383524,0.009387281,0.000089989,0.002383524,0.000592481,0.001448425,0.003154931,0.000592480,0.001448425,0.003154931,0.019654095,-0.010520701,0.000741979,0.019676175,-0.009037528,-0.000239674,0.019676179,-0.009037528,-0.000239674,-0.013868075,-0.001459576,-0.028315742,-0.013868075,-0.001459572,-0.028315742,-0.040431734,0.024517521,-0.045231950,-0.040431734,0.024517518,-0.045231946,-0.047654673,0.032370403,-0.049797356,0.019632014,-0.012003893,0.001723643,0.019632012,-0.012003891,0.001723640,0.040531565,-0.026535712,-0.014298616,0.040531561,-0.026535712,-0.014298620,0.066788830,-0.039598107,-0.012514411,0.066788822,-0.039598107,-0.012514412,0.076300368,-0.043713100,-0.012353491,0.020855861,-0.014140701,0.000628179,0.020855861,-0.014140701,0.000628179
0.016939919,-0.000835024,0.001715124,0.016963461,-0.001618153,0.001683824,0.016881328,0.000417665,0.001719328,0.007733366,0.008469274,0.000894933,0.007733367,0.008469276,0.000894934,0.001179140,-0.005330916,-0.002593440,0.001179139,-0.005330916,-0.002593440,0.016876347,0.001026401,0.001778113,0.016864136,0.001043946,0.001775407,0.009491723,0.002149025,0.002509275,0.009491724,0.002149025,0.002509276,-0.001560157,-0.002322182,0.002459599,-0.001560157,-0.002322183,0.002459599,0.017157944,-0.006707832,0.001542534,0.017180687,-0.005542778,0.001435141,0.017180689,-0.005542778,0.001435138,-0.020698339,0.002155952,-0.030061830,-0.020698339,0.002155952,-0.030061826,-0.047613353,0.032505155,-0.049530454,-0.047613353,0.032505155,-0.049530454,-0.051919926,0.039410654,-0.053564303,0.017135201,-0.007872900,0.001649928,0.017135199,-0.007872898,0.001649929,0.039486043,-0.020011654,-0.014839699,0.039486047,-0.020011654,-0.014839701,0.071701951,-0.030515494,-0.015317470,0.071701951,-0.030515496,-0.015317472,0.077130668,-0.036900576,-0.013072876,0.017271167,-0.009757663,0.001452906,0.017271167,-0.009757663,0.001452906
0.015440024,-0.005809917,0.000320375,0.015813150,-0.005885093,0.001663961,0.016294997,-0.003670634,0.001546786,0.006954160,0.005583481,0.000737699,0.006954160,0.005583480,0.000737699,-0.000850037,-0.003865729,-0.001851479,-0.000850036,-0.003865730,-0.001851479,0.015737487,-0.004137636,-0.000981501,0.016275680,-0.003512500,-0.000824959,0.009653897,0.000096697,-0.000120514,0.009653897,0.000096697,-0.000120515,-0.002836972,-0.002896595,0.000173194,-0.002836974,-0.002896595,0.000173194,0.011787744,-0.014508355,0.000093207,0.011847284,-0.012190868,0.001608578,0.011847287,-0.012190869,0.001608577,-0.023041718,-0.000230536,-0.026701774,-0.023041720,-0.000230528,-0.026701784,-0.047545537,0.033124134,-0.047786035,-0.047545537,0.033124126,-0.047786035,-0.048785642,0.039281420,-0.051436123,0.011728203,-0.016825873,-0.001422181,0.011728205,-0.016825873,-0.001422180,0.033190325,-0.025292993,-0.016665736,0.033190321,-0.025292994,-0.016665734,0.072583988,-0.028518692,-0.021972064,0.072583981,-0.028518690,-0.021972056,0.077166200,-0.034257002,-0.019867448,0.009891069,-0.019025577,-0.000024773,0.009891069,-0.019025577,-0.000024773
0.012825081,-0.008389960,-0.000694394,0.013354272,-0.006643553,0.001490080,0.014199723,-0.005139851,0.001268972,0.005424429,0.002276205,0.000492646,0.005424428,0.002276206,0.000492646,-0.003574936,-0.003803447,-0.001418241,-0.003574937,-0.003803447,-0.001418242,0.013383939,-0.008402226,-0.002835159,0.014245363,-0.007315895,-0.002581558,0.008283167,-0.002839833,-0.001923520,0.008283167,-0.002839834,-0.001923520,-0.004003711,-0.005005849,-0.001497954,-0.004003712,-0.005005848,-0.001497954,0.006899145,-0.017834755,-0.000932454,0.007000454,-0.013741464,0.001579622,0.007000457,-0.013741463,0.001579620,-0.022016034,0.003209509,-0.021137048,-0.022016034,0.003209509,-0.021137049,-0.045098510,0.038727790,-0.043288119,-0.045098510,0.038727790,-0.043288119,-0.046951722,0.046359278,-0.047778945,0.006797835,-0.021928094,-0.003444558,0.006797832,-0.021928094,-0.003444557,0.025628578,-0.029376082,-0.016756061,0.025628578,-0.029376082,-0.016756061,0.068870530,-0.026002042,-0.025854772,0.068870530,-0.026002042,-0.025854770,0.073815100,-0.030229907,-0.024609886,0.003821730,-0.022739582,-0.001056096,0.003821730,-0.022739582,-0.001056096
0.011344998,-0.003810134,0.001375377,0.011651255,-0.001280005,0.002870736,0.012227526,-0.000470676,0.002718740,0.004567897,0.004544242,0.002015788,0.004567897,0.004544243,0.002015788,-0.002932453,-0.000417197,0.000451857,-0.002932452,-0.000417198,0.000451856,0.011735784,-0.004384681,-0.000065784,0.012298467,-0.003238761,0.000112186,0.005898375,0.001146721,0.000815353,0.005898376,0.001146721,0.000815353,-0.004288922,-0.000809144,0.001148035,-0.004288921,-0.000809144,0.001148035,0.007548632,-0.014460987,0.001080197,0.007649816,-0.009870106,0.002713948,0.007649817,-0.009870109,0.002713947,-0.018507760,0.009817764,-0.017195679,-0.018507756,0.009817764,-0.017195679,-0.045143858,0.050095432,-0.041945770,-0.045143861,0.050095432,-0.041945774,-0.053669360,0.063579887,-0.049637675,0.007447448,-0.019051919,-0.000553573,0.007447448,-0.019051919,-0.000553573,0.023007050,-0.023205824,-0.011195455,0.023007050,-0.023205817,-0.011195453,0.063062273,-0.016378760,-0.021271477,0.063062280,-0.016378768,-0.021271475,0.066292748,-0.020020172,-0.019976400,0.005577130,-0.019992139,0.000926896,0.005577130,-0.019992139,0.000926896
0.010150020,-0.002685003,0.001630187,0.010089252,0.000385093,0.001875613,0.010145569,0.001001266,0.001865260,0.004357053,0.005705162,0.001358467,0.004357052,0.005705162,0.001358467,-0.000827004,0.000904187,-0.000023730,-0.000827004,0.000904187,-0.000023730,0.010230768,-0.003934771,0.001440939,0.010250186,-0.002308784,0.001491286,0.005048939,0.003858885,0.002110708,0.005048939,0.003858885,0.002110708,-0.002524703,0.003158338,0.002485820,-0.002524704,0.003158338,0.002485821,0.010041195,-0.012599199,0.001324218,0.010137207,-0.007521592,0.001447657,0.010137208,-0.007521592,0.001447657,-0.014045183,0.012596264,-0.016621713,-0.014045183,0.012596264,-0.016621711,-0.041794140,0.052136801,-0.040470887,-0.041794136,0.052136801,-0.040470891,-0.047055025,0.062291887,-0.046180494,0.009945183,-0.017676864,0.001200777,0.009945182,-0.017676864,0.001200778,0.022747470,-0.017779350,-0.007013628,0.022747468,-0.017779350,-0.007013628,0.056604650,-0.009077944,-0.016831197,0.056604650,-0.009077936,-0.016831201,0.057915971,-0.012175053,-0.015432633,0.009984680,-0.017747797,0.001165324,0.009984680,-0.017747797,0.001165324
0.008755131,-0.005770009,-0.000125170,0.008203307,-0.000744000,-0.001361699,0.007632521,-0.000343808,-0.001201297,0.002574064,0.004948858,-0.001614590,0.002574064,0.004948858,-0.001614590,-0.003438910,-0.000613722,-0.003213144,-0.003438909,-0.000613722,-0.003213144,0.008515758,-0.009538453,0.001156401,0.007877497,-0.007229201,0.001055848,0.004082893,0.000387208,0.001565126,0.004082893,0.000387208,0.001565126,-0.003769215,-0.000198244,0.001979891,-0.003769215,-0.000198244,0.001979892,0.013064301,-0.012619191,-0.000370486,0.013187680,-0.005098775,-0.001984254,0.013187680,-0.005098773,-0.001984254,-0.005356668,0.018229045,-0.014964007,-0.005356668,0.018229038,-0.014964011,-0.029088659,0.049819484,-0.033710349,-0.029088659,0.049819484,-0.033710353,-0.023519397,0.049321957,-0.033623077,0.012940920,-0.020139698,0.001243302,0.012940923,-0.020139698,0.001243303,0.021207552,-0.021892548,-0.004308498,0.021207552,-0.021892551,-0.004308499,0.047932699,-0.013963327,-0.012471757,0.047932699,-0.013963334,-0.012471756,0.050155349,-0.015691869,-0.011989705,0.015302109,-0.016176101,-0.000497872,0.015302109,-0.016176101,-0.000497872
0.009780074,-0.006465055,-0.000905991,0.009307994,-0.001714230,-0.001877088,0.008870039,-0.001863080,-0.001757763,0.003425644,0.000782487,-0.002268357,0.003425643,0.000782487,-0.002268358,-0.004002442,-0.003187825,-0.003598705,-0.004002441,-0.003187825,-0.003598705,0.009594211,-0.009612293,0.000120751,0.009080147,-0.007793717,0.000040428,0.005579442,-0.001933984,0.000494295,0.005579442,-0.001933984,0.000494296,-0.002688381,-0.004335089,0.000639867,-0.002688382,-0.004335088,0.000639867,0.013363494,-0.015198810,-0.001209052,0.013479916,-0.007720875,-0.002529702,0.013479916,-0.007720869,-0.002529701,0.003312229,0.019031048,-0.008181810,0.003312230,0.019031048,-0.008181809,-0.013302574,0.046230912,-0.024192292,-0.013302574,0.046230912,-0.024192292,-0.012690969,0.050399922,-0.026638169,0.013247070,-0.022676837,0.000111614,0.013247072,-0.022676837,0.000111614,0.018485554,-0.021600116,-0.003063740,0.018485552,-0.021600116,-0.003063741,0.037019156,-0.012713373,-0.010365343,0.037019156,-0.012713365,-0.010365343,0.046358246,-0.008826636,-0.014332595,0.015224409,-0.019734403,-0.001366427,0.015224409,-0.019734403,-0.001366427
0.009194972,-0.003354950,0.000268221,0.009136105,-0.000602426,0.000489920,0.009230085,-0.001205898,0.000458975,0.003463924,-0.002102689,-0.000164696,0.003463924,-0.002102688,-0.000164696,-0.003782521,-0.005269388,-0.001303478,-0.003782521,-0.005269388,-0.001303478,0.009259836,-0.004223913,0.000106907,0.009288399,-0.003247475,0.000143313,0.005596968,0.000346971,0.000576933,0.005596968,0.000346972,0.000576933,-0.002094575,-0.003992227,0.000368335,-0.002094575,-0.003992227,0.000368335,0.009162311,-0.013613533,-0.000060661,0.009255526,-0.007981572,0.000061824,0.009255527,-0.007981574,0.000061824,0.004422504,0.015565436,-0.001463978,0.004422504,0.015565429,-0.001463977,-0.001920082,0.042768240,-0.017518222,-0.001920082,0.042768240,-0.017518222,-0.006664120,0.054677732,-0.024202609,0.009069094,-0.019245556,-0.000183147,0.009069094,-0.019245554,-0.000183147,0.014394806,-0.015579719,-0.003008297,0.014394806,-0.015579719,-0.003008297,0.024631653,-0.003027447,-0.010852586,0.024631655,-0.003027447,-0.010852583,0.036641806,0.005236521,-0.017594598,0.009145348,-0.018940981,-0.000231454,0.009145348,-0.018940981,-0.000231454
0.008024997,-0.001304969,0.001350045,0.007966803,0.003449589,0.001897896,0.008179783,0.002894283,0.001834709,0.001797974,0.003596968,0.001186003,0.001797974,0.003596969,0.001186003,-0.006422463,0.001213547,0.000163970,-0.006422464,0.001213547,0.000163970,0.008234646,-0.004371033,0.000856045,0.008359708,-0.002700410,0.000938763,0.003344134,0.002397883,0.001534715,0.003344133,0.002397883,0.001534715,-0.005845729,0.000437140,0.001821360,-0.005845730,0.000437140,0.001821360,0.007200108,-0.010501157,0.001056754,0.007317839,-0.003274448,0.001573778,0.007317839,-0.003274448,0.001573778,0.003608194,0.017193094,0.000699319,0.003608194,0.017193094,0.000699319,0.010311715,0.045574248,-0.016163196,0.010311717,0.045574244,-0.016163196,0.015539085,0.052761409,-0.020444561,0.007082376,-0.017727951,0.000539723,0.007082376,-0.017727951,0.000539723,0.012135839,-0.017157950,-0.002588062,0.012135840,-0.017157950,-0.002588062,0.016396472,-0.000917755,-0.011341621,0.016396472,-0.000917755,-0.011341620,0.018354420,0.004278079,-0.014464142,0.006771732,-0.015276900,0.000904441,0.006771732,-0.015276900,0.000904441
0.007504970,-0.004384993,0.000816584,0.007425547,0.000782295,0.001371019,0.007597496,0.001257896,0.001327509,0.000741852,0.006761756,0.000743398,0.000741852,0.006761757,0.000743398,-0.006988408,0.003987982,-0.000331127,-0.006988407,0.003987982,-0.000331127,0.007762863,-0.008794643,0.000285778,0.007881947,-0.006918591,0.000374529,0.001236590,-0.001897397,0.001136843,0.001236590,-0.001897397,0.001136843,-0.008300465,0.004693961,0.002860847,-0.008300465,0.004693961,0.002860847,0.006532952,-0.008511370,0.000687887,0.006685439,0.001461858,0.001394768,0.006685439,0.001461858,0.001394768,0.002959714,0.018604871,0.000196752,0.002959715,0.018604869,0.000196751,0.020195382,0.043413047,-0.014601978,0.020195382,0.043413047,-0.014601976,0.028423181,0.049652621,-0.018401898,0.006380463,-0.018484712,-0.000019002,0.006380463,-0.018484712,-0.000019001,0.010865881,-0.024640290,-0.003825393,0.010865881,-0.024640294,-0.003825393,0.008926263,-0.005711224,-0.012944337,0.008926263,-0.005711224,-0.012944337,0.005327598,-0.001382649,-0.014541004,0.006028170,-0.010654308,0.000621050,0.006028170,-0.010654308,0.000621050
0.010569975,-0.010980014,0.000120699,0.010580303,-0.007120934,0.000795299,0.010768147,-0.005555861,0.000756929,0.003864223,0.003785244,0.000265194,0.003864223,0.003785244,0.000265194,-0.002070901,-0.001977532,-0.001356459,-0.002070902,-0.001977532,-0.001356459,0.010869521,-0.015293654,-0.000571202,0.011073735,-0.013976065,-0.000476824,0.003703346,-0.011408988,0.000316329,0.003703346,-0.011408987,0.000316329,-0.005031714,0.001847647,0.003098188,-0.005031716,0.001847647,0.003098188,0.008882284,-0.008504305,0.000214928,0.009053699,0.003599382,0.001330108,0.009053700,0.003599382,0.001330108,0.006273904,0.017032510,0.000528166,0.006273903,0.017032508,0.000528166,0.030647149,0.034433920,-0.009932805,0.030647149,0.034433924,-0.009932809,0.033168837,0.045334425,-0.016141057,0.008710866,-0.020608129,-0.000900264,0.008710867,-0.020608127,-0.000900264,0.010900585,-0.035264347,-0.004545818,0.010900585,-0.035264347,-0.004545817,0.002991980,-0.015402629,-0.013170575,0.002991980,-0.015402629,-0.013170575,0.001645993,-0.008137705,-0.016727369,0.008005843,-0.007218706,0.000263856,0.008005843,-0.007218706,0.000263856
0.005109981,-0.004490093,0.000850856,0.005307654,-0.000035078,0.002315575,0.005861898,0.000467960,0.002167666,-0.000845381,0.005503638,0.001600986,-0.000845381,0.005503639,0.001600986,-0.005981667,-0.006134359,-0.001258637,-0.005981667,-0.006134359,-0.001258637,0.005612361,-0.008738605,-0.000612257,0.006126544,-0.007087473,-0.000426067,0.000614517,-0.003001682,0.000211814,0.000614517,-0.003001682,0.000211814,-0.010206155,-0.006745816,0.000322820,-0.010206154,-0.006745815,0.000322820,0.001297218,-0.005614777,0.000842115,0.001419305,0.003380570,0.002718818,0.001419305,0.003380570,0.002718818,0.000475683,0.015951484,0.003342071,0.000475680,0.015951488,0.003342073,0.034314703,0.028477415,-0.004268162,0.034314703,0.028477412,-0.004268163,0.041795142,0.036007375,-0.008675707,0.001175131,-0.014610226,-0.001034610,0.001175131,-0.014610225,-0.001034610,0.002892679,-0.026229888,-0.003890452,0.002892679,-0.026229890,-0.003890451,-0.007857073,-0.007615942,-0.011405826,-0.007857072,-0.007615942,-0.011405826,-0.012482259,-0.001921313,-0.013483837,-0.000682797,-0.006198891,0.000837564,-0.000682797,-0.006198891,0.000837564
0.001534983,0.003320025,0.002010167,0.001862321,0.008383479,0.004063136,0.002690420,0.008074135,0.003832842,-0.003828782,0.009917837,0.003210833,-0.003828782,0.009917837,0.003210833,-0.008110944,-0.003998731,-0.000085969,-0.008110944,-0.003998731,-0.000085969,0.002168620,-0.000386151,-0.000004750,0.002883774,0.002205067,0.000265599,-0.000393696,0.010853082,0.000769790,-0.000393696,0.010853082,0.000769790,-0.012047736,-0.005871836,-0.001195022,-0.012047738,-0.005871832,-0.001195021,-0.003698859,-0.004072231,0.001802915,-0.003621365,0.001212784,0.004122566,-0.003621366,0.001212784,0.004122566,-0.002856330,0.012294978,0.005992756,-0.002856329,0.012294974,0.005992759,0.036497090,0.022647846,-0.000191141,0.036497086,0.022647846,-0.000191141,0.049010701,0.026558168,-0.002655465,-0.003776353,-0.009357309,-0.000516762,-0.003776354,-0.009357309,-0.000516762,-0.000791063,-0.012961630,-0.002955832,-0.000791063,-0.012961630,-0.002955833,-0.011980631,0.002619731,-0.008858263,-0.011980631,0.002619731,-0.008858263,-0.018921016,0.006081003,-0.009297924,-0.006416861,-0.007911156,0.001695273,-0.006416861,-0.007911156,0.001695273
0.007109973,-0.001099892,0.001509488,0.007268467,0.005398827,0.003210337,0.007912799,0.005669913,0.003035869,0.001297132,0.011105446,0.002495665,0.001297132,0.011105446,0.002495665,-0.002744331,-0.001620678,-0.000517334,-0.002744331,-0.001620678,-0.000517335,0.007732302,-0.007206899,-0.000183625,0.008268147,-0.004123587,0.000059162,0.005330147,0.005079838,0.000546937,0.005330147,0.005079838,0.000546937,-0.003442009,-0.000553824,0.000224684,-0.003442012,-0.000553822,0.000224683,0.002857309,-0.003233301,0.001467351,0.002962460,0.005178426,0.003510396,0.002962459,0.005178426,0.003510396,0.004706410,0.011789382,0.005686958,0.004706413,0.011789382,0.005686961,0.041826695,0.020763330,0.000519956,0.041826695,0.020763326,0.000519957,0.048236422,0.028817102,-0.004050819,0.002752158,-0.011645124,-0.000575718,0.002752158,-0.011645125,-0.000575718,0.003391946,-0.021621196,-0.002488812,0.003391946,-0.021621194,-0.002488811,-0.007130766,-0.011610509,-0.005740358,-0.007130767,-0.011610508,-0.005740356,-0.006855938,-0.006426079,-0.008482052,0.000648846,-0.004341256,0.001445457,0.000648846,-0.004341256,0.001445457
0.004315003,-0.003085006,0.000149012,0.004135522,0.003699317,0.000692810,0.004300382,0.003783427,0.000648342,-0.001420399,0.008715521,0.000192067,-0.001420399,0.008715522,0.000192067,-0.004671121,-0.004487150,-0.002868580,-0.004671121,-0.004487150,-0.002868580,0.004675183,-0.010146531,-0.000405223,0.004744612,-0.007739082,-0.000304188,0.001733428,-0.002106619,0.000121677,0.001733428,-0.002106619,0.000121677,-0.003960771,0.000445925,0.000936034,-0.003960771,0.000445923,0.000936034,0.003330849,-0.001575257,0.000205851,0.003419071,0.007231162,0.000914553,0.003419071,0.007231161,0.000914553,0.006077715,0.010108013,0.003417516,0.006077711,0.010108013,0.003417518,0.039894909,0.015381992,0.000543632,0.039894912,0.015381988,0.000543630,0.045395747,0.021891087,-0.003115045,0.003242625,-0.010381777,-0.000502859,0.003242625,-0.010381776,-0.000502859,-0.000746450,-0.022753147,0.000179642,-0.000746449,-0.022753146,0.000179643,-0.011240296,-0.017679678,-0.000659034,-0.011240296,-0.017679680,-0.000659032,-0.010396662,-0.013759446,-0.002841535,0.002819764,-0.000791276,0.000235365,0.002819764,-0.000791276,0.000235365
0.002829987,-0.000945060,0.000904501,0.002302811,0.005402471,0.000120975,0.001953726,0.004627185,0.000209848,-0.003077651,0.005593778,-0.000274213,-0.003077651,0.005593779,-0.000274213,-0.006761683,-0.007714562,-0.003373400,-0.006761684,-0.007714561,-0.003373400,0.002806604,-0.006907632,0.001704565,0.002361428,-0.005625839,0.001633221,-0.001636438,-0.004151796,0.002073534,-0.001636438,-0.004151796,0.002073534,-0.007168148,-0.001560010,0.002884727,-0.007168148,-0.001560010,0.002884727,0.005828533,-0.003041693,0.000814419,0.005876702,0.003319535,-0.000231700,0.005876703,0.003319535,-0.000231700,0.011081034,0.007825077,0.004544871,0.011081036,0.007825077,0.004544873,0.042377416,0.007281143,0.005128654,0.042377416,0.007281143,0.005128652,0.053119622,0.006593209,0.005344691,0.005780363,-0.009402996,0.001860551,0.005780363,-0.009402996,0.001860552,-0.003847660,-0.016893320,0.006859593,-0.003847660,-0.016893320,0.006859595,-0.014390043,-0.015333541,0.007747713,-0.014390044,-0.015333543,0.007747715,-0.020131454,-0.015968829,0.009204917,0.007385716,-0.004130539,0.000767645,0.007385716,-0.004130539,0.000767645
0.004800013,0.001140032,0.001551211,0.004673008,0.009539466,0.002625505,0.005087292,0.008685292,0.002504481,-0.001213673,0.010547196,0.001917018,-0.001213673,0.010547196,0.001917018,-0.008355330,0.000124237,-0.000750755,-0.008355330,0.000124236,-0.000750755,0.005280477,-0.005519857,0.000532677,0.005572769,-0.003891378,0.000666369,-0.000056964,-0.001586084,0.001293224,-0.000056964,-0.001586084,0.001293225,-0.009780145,-0.003275753,0.001693373,-0.009780144,-0.003275753,0.001693374,0.002874938,-0.008334195,0.001247516,0.002942673,-0.000793506,0.002269249,0.002942672,-0.000793506,0.002269248,0.014307946,0.010307819,0.012868776,0.014307946,0.010307819,0.012868779,0.042910859,0.009524629,0.013681847,0.042910859,0.009524621,0.013681847,0.049319990,0.011536904,0.012516677,0.002807203,-0.015874969,0.000225772,0.002807202,-0.015874969,0.000225771,-0.009053471,-0.019595793,0.007225726,-0.009053471,-0.019595793,0.007225724,-0.014607109,-0.019209433,0.007911991,-0.014607109,-0.019209433,0.007911993,-0.019314967,-0.020670976,0.009607688,0.001875221,-0.013254327,0.001089798,0.001875221,-0.013254327,0.001089798
0.003805035,0.001225015,0.001233816,0.004167461,0.008357583,0.003902572,0.005249810,0.007723170,0.003600625,-0.000187934,0.009522772,0.003101730,-0.000187934,0.009522773,0.003101729,-0.005828322,-0.000107210,0.000699397,-0.005828322,-0.000107210,0.000699397,0.004658024,-0.003873618,-0.001373406,0.005624777,-0.002179619,-0.001059736,0.000959581,0.001375043,-0.000502172,0.000959582,0.001375043,-0.000502172,-0.008086007,-0.004153006,-0.000774937,-0.008086007,-0.004153002,-0.000774938,-0.002814582,-0.009852567,0.000898678,-0.002748607,-0.003311866,0.003847365,-0.002748605,-0.003311865,0.003847363,0.012414401,0.007160423,0.017558837,0.012414403,0.007160425,0.017558837,0.036113258,0.006619222,0.018256834,0.036113258,0.006619222,0.018256832,0.036723834,0.012017056,0.015317317,-0.002880557,-0.016393341,-0.002050043,-0.002880557,-0.016393341,-0.002050043,-0.014817845,-0.018521309,0.005253263,-0.014817844,-0.018521307,0.005253264,-0.017922467,-0.019533673,0.006232305,-0.017922468,-0.019533675,0.006232306,-0.019036725,-0.020034388,0.006714596,-0.006252235,-0.015605334,0.000724619,-0.006252235,-0.015605334,0.000724619
0.002465002,0.000689970,0.001426041,0.001994833,0.006265112,0.000770095,0.001715233,0.005337431,0.000839150,-0.000720984,0.005157071,0.000591105,-0.000720984,0.005157070,0.000591105,-0.002494291,-0.003166976,-0.001300620,-0.002494290,-0.003166975,-0.001300620,0.002438584,-0.003943660,0.002117660,0.002040114,-0.002466946,0.002067252,0.000099386,0.000841819,0.002339592,0.000099385,0.000841819,0.002339592,-0.003832118,-0.001464823,0.002238572,-0.003832117,-0.001464823,0.002238572,0.005169598,-0.004437866,0.001231757,0.005203554,0.001724481,0.000302712,0.005203556,0.001724481,0.000302712,0.016746286,0.007576110,0.010529051,0.016746290,0.007576110,0.010529051,0.034754265,0.003399037,0.013267461,0.034754265,0.003399033,0.013267459,0.038403511,0.003580358,0.013134559,0.005135642,-0.010600284,0.002160813,0.005135642,-0.010600284,0.002160814,-0.010551119,-0.014672384,0.011599375,-0.010551120,-0.014672384,0.011599376,-0.017600760,-0.019775413,0.015188872,-0.017600760,-0.019775415,0.015188871,-0.018259656,-0.020549346,0.015720960,0.006574131,-0.007100853,0.001130869,0.006574131,-0.007100853,0.001130869
