joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
-0.016056390,0.111811601,0.166426390,0.185055390,-0.179579407,-0.074271604,-0.006145988,-0.089024805,-0.274064004,0.137014985,-0.154734403,0.066400215,-0.046471976,0.094769783,0.685792804,-0.675019979,0.697603941,0.164233297,-0.049674265,0.145927221,0.101924136,-0.557690442,0.517411470,0.867399693,-0.130619600,-0.036775500,-0.012194205,0.000000000,0.000000000
-0.015429199,0.111603804,0.166252807,0.184439793,-0.179373994,-0.074372999,-0.005283597,-0.088970602,-0.273350000,0.135949194,-0.154788002,0.067165002,-0.046668399,0.095379800,0.685449958,-0.674845576,0.696990609,0.158294365,-0.040614970,0.146896407,0.102578394,-0.557559371,0.517214417,0.867366791,-0.131309003,-0.035628594,-0.012354202,0.000000000,0.000000000
-0.015619610,0.111969210,0.165924802,0.184601203,-0.179400593,-0.074617401,-0.005347809,-0.088593185,-0.273225814,0.136073604,-0.155779213,0.066293173,-0.046862409,0.095951006,0.685176432,-0.674661636,0.696539402,0.157570839,-0.039966863,0.147282794,0.103369236,-0.557384372,0.516608775,0.867026448,-0.130654365,-0.037452675,-0.012629005,0.000000000,0.000000000
-0.016212000,0.112526000,0.165554002,0.185129002,-0.179556996,-0.074873000,-0.005848000,-0.088166997,-0.273573995,0.136739001,-0.156857997,0.064921997,-0.046808001,0.095957004,0.684785008,-0.674921989,0.696754992,0.160071999,-0.043871999,0.147438005,0.103197001,-0.557213008,0.516614974,0.867398977,-0.129563004,-0.039452001,-0.012857000,0.000000000,0.000000000
-0.016058197,0.112146989,0.165416002,0.184787005,-0.179486603,-0.074717395,-0.005433595,-0.088528007,-0.274203002,0.136089996,-0.155510575,0.066356018,-0.047020800,0.095947199,0.684445620,-0.675230563,0.697867990,0.160776198,-0.043126583,0.147688210,0.104167804,-0.556951404,0.515912354,0.866642475,-0.130402029,-0.038660780,-0.012427394,0.000000000,0.000000000
-0.015874799,0.112078197,0.165512398,0.184478000,-0.179463208,-0.074771799,-0.005296999,-0.088659197,-0.274643779,0.135973394,-0.154646188,0.066933401,-0.046529405,0.094990410,0.684184194,-0.676177800,0.698730171,0.161753386,-0.039496031,0.150892362,0.102982014,-0.556787431,0.516840816,0.867719233,-0.130921602,-0.037028603,-0.012113000,0.000000000,0.000000000
-0.015937200,0.112779006,0.165860608,0.184623405,-0.179649591,-0.075267799,-0.005907602,-0.088201396,-0.274665594,0.137174413,-0.155419394,0.065324396,-0.046636198,0.095061794,0.683853745,-0.676187217,0.698235214,0.163476020,-0.032852978,0.158319220,0.103702411,-0.556566238,0.516628981,0.867319584,-0.130288392,-0.040312413,-0.012072800,0.000000000,0.000000000
-0.015839802,0.113095395,0.165706798,0.184611410,-0.179672003,-0.075562201,-0.005873204,-0.087899998,-0.274682820,0.137470201,-0.156702995,0.064517602,-0.046635788,0.094872393,0.683351636,-0.676451206,0.698412359,0.165067375,-0.031247981,0.159211025,0.104163170,-0.556249380,0.516187191,0.867038608,-0.130925193,-0.040090606,-0.011540408,0.000000000,0.000000000
-0.015660999,0.113128997,0.165375993,0.184469000,-0.179566994,-0.075689003,-0.005518000,-0.087748997,-0.274668008,0.137182996,-0.157786995,0.064493001,-0.046562001,0.094563998,0.683164001,-0.676841021,0.698846996,0.166599005,-0.033659000,0.156115994,0.103932001,-0.556131005,0.516228974,0.867079973,-0.132121995,-0.037583001,-0.010958000,0.000000000,0.000000000
-0.015697800,0.113073803,0.165727794,0.184373602,-0.179479599,-0.075668998,-0.005803195,-0.087798998,-0.274425626,0.137281001,-0.156733021,0.065422781,-0.046768203,0.094467409,0.682905614,-0.676895022,0.700154543,0.168959558,-0.037800740,0.155315012,0.104414001,-0.555945635,0.516278207,0.866870165,-0.132148206,-0.039125971,-0.011594787,0.000000000,0.000000000
-0.015516002,0.113127798,0.166160405,0.184173986,-0.179364204,-0.075775795,-0.005884801,-0.087778598,-0.274464399,0.137350798,-0.155715793,0.066188797,-0.046226002,0.093819410,0.682793617,-0.676888168,0.700915217,0.168974206,-0.040040795,0.154276013,0.103839405,-0.555867195,0.516465425,0.867234945,-0.132176802,-0.039765600,-0.011691203,0.000000000,0.000000000
-0.014970011,0.113403387,0.166486189,0.183898613,-0.179262400,-0.076124594,-0.005527803,-0.087588206,-0.274977803,0.137429997,-0.155613184,0.066287614,-0.046219613,0.093498424,0.682594001,-0.676480412,0.701224804,0.165409088,-0.039498225,0.152320832,0.103707843,-0.555788398,0.516362548,0.867055595,-0.132678807,-0.040252220,-0.010570213,0.000000000,0.000000000
-0.014485604,0.113934390,0.166971803,0.183942586,-0.179483205,-0.076191798,-0.005598597,-0.087201208,-0.274386019,0.138117179,-0.157173574,0.064432636,-0.045817800,0.092941001,0.682331443,-0.676293194,0.701597810,0.162266016,-0.038271412,0.151170209,0.102606803,-0.555782974,0.517200351,0.867825389,-0.132750809,-0.040453985,-0.010550794,0.000000000,0.000000000
-0.014123000,0.114514999,0.167588994,0.184165001,-0.179856002,-0.076130003,-0.005923000,-0.086745001,-0.273173004,0.138890997,-0.158968002,0.062268000,-0.045648001,0.092990004,0.682169020,-0.675695002,0.701932013,0.160246000,-0.038019001,0.150271997,0.102923997,-0.555745006,0.517364025,0.867462993,-0.132772997,-0.041820999,-0.011012000,0.000000000,0.000000000
-0.014224797,0.114505403,0.168008193,0.184119999,-0.179848000,-0.076293200,-0.005801203,-0.086499199,-0.272805989,0.137584418,-0.156658441,0.064611353,-0.045768805,0.093202606,0.681950569,-0.675190806,0.702662230,0.162914336,-0.045229681,0.147720248,0.102585450,-0.555701196,0.518267989,0.867203355,-0.134013176,-0.040578462,-0.010258814,0.000000000,0.000000000
-0.014132202,0.114699997,0.168675199,0.184042409,-0.179863602,-0.076570794,-0.005885398,-0.086259000,-0.272543997,0.136993989,-0.154872000,0.065877005,-0.045986801,0.093677998,0.681725204,-0.674805403,0.702996850,0.165775776,-0.047692221,0.148354977,0.102150604,-0.555623412,0.518933594,0.866615832,-0.134514391,-0.039794602,-0.009601802,0.000000000,0.000000000
-0.013543813,0.115372986,0.169788986,0.183945417,-0.180015594,-0.076944195,-0.006417392,-0.085977018,-0.272153616,0.138197377,-0.155311182,0.064028233,-0.046042986,0.094195977,0.681302190,-0.674535036,0.702655256,0.167145371,-0.040382482,0.154246330,0.101483770,-0.555498600,0.518826246,0.865761042,-0.133449823,-0.040490158,-0.009499002,0.000000000,0.000000000
-0.012792987,0.116097614,0.171085015,0.183588982,-0.180158198,-0.077460811,-0.006517597,-0.085173778,-0.270331740,0.138102591,-0.156473026,0.063128397,-0.046178997,0.094896197,0.680678010,-0.673932791,0.702665389,0.167712808,-0.041863903,0.153778329,0.101766989,-0.555299222,0.517785192,0.864142418,-0.132980585,-0.040134154,-0.009254394,0.000000000,0.000000000
-0.012056000,0.116774999,0.172535002,0.183206007,-0.180337995,-0.077904999,-0.006515000,-0.084213004,-0.267894000,0.137431994,-0.157545999,0.063060999,-0.046422001,0.095752001,0.680162013,-0.673269987,0.702844024,0.167676002,-0.047540002,0.149683997,0.101311997,-0.555236995,0.517386019,0.863152981,-0.133150995,-0.038428999,-0.009172000,0.000000000,0.000000000
-0.011836799,0.117083803,0.174074218,0.183412999,-0.180682600,-0.077549793,-0.007404411,-0.084134996,-0.267026782,0.138272017,-0.156319380,0.063698605,-0.046668604,0.096395999,0.679621220,-0.673619211,0.703986228,0.167337596,-0.044743158,0.148187995,0.100433588,-0.555289209,0.517385423,0.863231421,-0.134170413,-0.038565204,-0.010249212,0.000000000,0.000000000
-0.011424804,0.117529392,0.175849780,0.183516592,-0.180970192,-0.077620998,-0.008269397,-0.083876006,-0.265901208,0.139035404,-0.155191004,0.064169198,-0.046831198,0.097023197,0.679216802,-0.674102426,0.704586983,0.166932404,-0.042004004,0.148825988,0.099672802,-0.555357397,0.517253041,0.863059640,-0.135088801,-0.039388794,-0.010860201,0.000000000,0.000000000
-0.010543796,0.118309610,0.177959412,0.183268398,-0.181120798,-0.078589402,-0.008848004,-0.083062589,-0.263861388,0.139279991,-0.155052200,0.064051591,-0.046174996,0.096466392,0.678148806,-0.675324798,0.705140829,0.166704208,-0.041697592,0.151958212,0.100796998,-0.555424035,0.514815211,0.861158431,-0.135367796,-0.041789599,-0.010359601,0.000000000,0.000000000
-0.009976003,0.119456396,0.180376381,0.183850989,-0.181693390,-0.078802601,-0.009692789,-0.082082808,-0.261292219,0.140032396,-0.156107187,0.062443826,-0.046107396,0.096578598,0.677543819,-0.676119387,0.706453562,0.168196768,-0.039002843,0.154237792,0.100241810,-0.555541992,0.515453994,0.860906243,-0.135907590,-0.040959619,-0.011061186,0.000000000,0.000000000
-0.009470000,0.120710999,0.183037996,0.184756994,-0.182473004,-0.078620002,-0.010492000,-0.081019998,-0.258383006,0.140597999,-0.157176003,0.060568001,-0.046934001,0.097542003,0.676779985,-0.676087022,0.708477020,0.170021996,-0.035843000,0.155015007,0.099232003,-0.555652022,0.517678022,0.861392021,-0.136389002,-0.038865000,-0.012756000,0.000000000,0.000000000
-0.008353621,0.121396787,0.185761958,0.184757799,-0.182971805,-0.078958392,-0.010219410,-0.080047615,-0.255602062,0.138882831,-0.154970050,0.061821967,-0.047274597,0.098227985,0.676489353,-0.675801635,0.709277809,0.168052047,-0.038371146,0.151937470,0.098927803,-0.555712163,0.517839432,0.861467957,-0.135504410,-0.037205823,-0.015645154,0.000000000,0.000000000
-0.007115006,0.122052595,0.188711375,0.184544802,-0.183341190,-0.079391994,-0.010207398,-0.079163805,-0.252681017,0.137468219,-0.152981400,0.062990397,-0.047357004,0.098605402,0.676166177,-0.675485551,0.709789991,0.166017413,-0.040417794,0.150049001,0.099040195,-0.555811644,0.517589808,0.861322820,-0.135229588,-0.037109599,-0.016885201,0.000000000,0.000000000
-0.005756017,0.122818381,0.192197740,0.184119597,-0.183545798,-0.079812594,-0.011250780,-0.078453615,-0.249294862,0.137816995,-0.152686402,0.062939405,-0.046994597,0.098747596,0.676000774,-0.675665379,0.709854007,0.165220410,-0.040332381,0.151633784,0.099410400,-0.555840611,0.517930448,0.861098588,-0.136564985,-0.038919386,-0.014952037,0.000000000,0.000000000
-0.005227800,0.123861983,0.195205957,0.184802786,-0.184236988,-0.079978794,-0.012531582,-0.077535607,-0.246369839,0.138650388,-0.152662992,0.062131412,-0.047150001,0.098838195,0.675906420,-0.675411820,0.709833980,0.165926367,-0.043135352,0.151327819,0.099811994,-0.555807769,0.517844200,0.860673368,-0.137502193,-0.038051028,-0.012716630,0.000000000,0.000000000
-0.005024011,0.125020966,0.198086932,0.185921967,-0.185158983,-0.080029994,-0.013846974,-0.076495022,-0.243479073,0.139477998,-0.152590021,0.061169013,-0.047729984,0.099056005,0.675740004,-0.674669027,0.709864020,0.167141974,-0.046181962,0.150239021,0.100546986,-0.555697978,0.517341971,0.859981000,-0.137624994,-0.035921052,-0.011009021,0.000000000,0.000000000
-0.003943419,0.125784591,0.201507330,0.185834616,-0.185724989,-0.080301195,-0.014419394,-0.075589813,-0.239592254,0.138584018,-0.151485026,0.061923586,-0.048232391,0.098930001,0.675583422,-0.674282432,0.710637808,0.166437626,-0.041711688,0.151769370,0.101267591,-0.555625021,0.517539620,0.860005617,-0.135001048,-0.034461625,-0.012774164,0.000000000,0.000000000
-0.003152393,0.126891837,0.204923272,0.186121404,-0.186277032,-0.080658205,-0.015451433,-0.074475169,-0.236197934,0.138410032,-0.150586590,0.061562166,-0.048573606,0.098413393,0.675528765,-0.674093962,0.711254776,0.164749563,-0.037987761,0.152372181,0.101836219,-0.555609345,0.517808020,0.860361934,-0.134119630,-0.033005979,-0.013364572,0.000000000,0.000000000
-0.003080798,0.128659815,0.208235413,0.187391415,-0.186962798,-0.081080206,-0.017479008,-0.073006593,-0.233772978,0.139946997,-0.150367200,0.059014387,-0.048544601,0.097500592,0.675533175,-0.673481643,0.711269021,0.162211001,-0.037392404,0.150709182,0.102111198,-0.555487216,0.517531157,0.860758007,-0.136726409,-0.031795993,-0.010935596,0.000000000,0.000000000
-0.002253781,0.129751608,0.211692259,0.187613994,-0.187679216,-0.081516005,-0.018530209,-0.071846180,-0.230123535,0.139838189,-0.149798185,0.059068024,-0.049029820,0.096946798,0.675639033,-0.673355579,0.711872578,0.163899451,-0.039394055,0.149854392,0.102518417,-0.555389225,0.517965198,0.861669540,-0.135776162,-0.031825420,-0.012678465,0.000000000,0.000000000
-0.000981000,0.130462006,0.215253994,0.187224999,-0.188371003,-0.081960998,-0.019037001,-0.070859000,-0.225829005,0.138855994,-0.149048001,0.060419001,-0.050097000,0.096810997,0.675913990,-0.673503995,0.712810993,0.167409003,-0.042709999,0.149608001,0.103059001,-0.555292010,0.518945992,0.862743020,-0.133379996,-0.033064999,-0.015854999,0.000000000,0.000000000
0.000010410,0.131596014,0.218920439,0.187382400,-0.188951015,-0.082442403,-0.020163411,-0.069660388,-0.222342372,0.139137998,-0.148611590,0.059700586,-0.050695203,0.096316800,0.676188231,-0.672934651,0.713460207,0.165891781,-0.042454991,0.149663806,0.103660204,-0.555159569,0.518561840,0.862573624,-0.135413617,-0.036015227,-0.012476356,0.000000000,0.000000000
0.000909395,0.132642597,0.222235590,0.187594995,-0.189423189,-0.082789004,-0.021118397,-0.068512008,-0.218979836,0.139221802,-0.148124009,0.058881801,-0.051518597,0.095958397,0.676299751,-0.672668576,0.713725209,0.165641382,-0.043112986,0.149088606,0.104219995,-0.555104792,0.518301010,0.863002419,-0.135595411,-0.037933189,-0.011233792,0.000000000,0.000000000
0.001782404,0.133451790,0.225074217,0.187693000,-0.189763203,-0.082929797,-0.021702005,-0.067490198,-0.215486586,0.138722390,-0.147484601,0.058532000,-0.052586406,0.095952801,0.676517248,-0.673040628,0.713167429,0.168737814,-0.046204209,0.147444397,0.105360404,-0.555095196,0.517866850,0.864081204,-0.131656587,-0.038203593,-0.015184414,0.000000000,0.000000000
0.002727591,0.134122193,0.227940768,0.187715396,-0.190078199,-0.082998000,-0.022649590,-0.066733606,-0.212300226,0.139057189,-0.147001192,0.058261201,-0.053692386,0.095810801,0.676625013,-0.673352361,0.712741613,0.169786006,-0.045537628,0.148176789,0.106001794,-0.555090606,0.517626643,0.865517378,-0.131757975,-0.036470626,-0.015413219,0.000000000,0.000000000
0.003799000,0.134696007,0.231007993,0.187474996,-0.190275997,-0.083049998,-0.023914000,-0.066145003,-0.209213004,0.139975995,-0.146721005,0.058051001,-0.054324001,0.095675997,0.676818013,-0.673745990,0.712126970,0.169111997,-0.042764001,0.150016993,0.107244998,-0.554965973,0.516831994,0.866541028,-0.133708999,-0.034341000,-0.013681000,0.000000000,0.000000000
0.004582389,0.135453194,0.234061554,0.187260389,-0.190442607,-0.083211802,-0.024852186,-0.065347217,-0.206428051,0.140020192,-0.146490812,0.057881400,-0.054390598,0.094571218,0.677181959,-0.674695015,0.712011337,0.167263836,-0.043604583,0.148556828,0.108433187,-0.554834008,0.516484976,0.867453814,-0.130860448,-0.033836402,-0.015442763,0.000000000,0.000000000
0.005191597,0.136057600,0.236764386,0.187189192,-0.190583006,-0.083362192,-0.025618996,-0.064666800,-0.203780219,0.139609009,-0.145926803,0.057800200,-0.054955594,0.094081402,0.677348554,-0.675131619,0.711457849,0.166334406,-0.043226410,0.148076400,0.109408192,-0.554820001,0.516529620,0.868220985,-0.128822401,-0.034277197,-0.016838796,0.000000000,0.000000000
0.005627792,0.136370182,0.238904148,0.187328011,-0.190694809,-0.083456993,-0.026268385,-0.064249814,-0.201258451,0.138914615,-0.144910812,0.057820007,-0.055541601,0.093768805,0.677518427,-0.675643742,0.710295200,0.167252377,-0.040167473,0.150011152,0.110549755,-0.554753423,0.515993416,0.868622065,-0.129396796,-0.035524189,-0.016662616,0.000000000,0.000000000
0.005902799,0.136996388,0.241016775,0.187571600,-0.191039801,-0.083567396,-0.027148988,-0.063536003,-0.199340612,0.139120594,-0.144604400,0.057282809,-0.055918384,0.093843989,0.677793264,-0.676268339,0.710555792,0.168788180,-0.037491817,0.151910782,0.111365810,-0.554614186,0.517950714,0.869600415,-0.128933415,-0.033165254,-0.015290020,0.000000000,0.000000000
0.006113000,0.137721002,0.243024006,0.187667996,-0.191350996,-0.083706997,-0.028181000,-0.062739000,-0.197842002,0.139826000,-0.144642994,0.056552000,-0.057542998,0.095375001,0.678013027,-0.675493002,0.711215973,0.170322001,-0.036113001,0.152888000,0.110151000,-0.554471016,0.522671998,0.872102976,-0.127511993,-0.029252000,-0.013681000,0.000000000,0.000000000
0.006674406,0.138147205,0.245164216,0.186730787,-0.190844983,-0.084011808,-0.029202010,-0.062218592,-0.195877582,0.139710799,-0.143812388,0.056574203,-0.058026597,0.095313787,0.678175211,-0.675473571,0.710220397,0.170351982,-0.038827635,0.150762767,0.110505208,-0.554237962,0.520602703,0.872924209,-0.124831378,-0.033237252,-0.013923207,0.000000000,0.000000000
0.007125998,0.138398200,0.247002780,0.185873196,-0.190415382,-0.084137201,-0.030087596,-0.061874200,-0.194217399,0.139509603,-0.143034205,0.056545202,-0.057313800,0.094012603,0.678341985,-0.676760435,0.709430039,0.170934603,-0.039503612,0.151783973,0.112220995,-0.554115593,0.517297208,0.873010635,-0.123034008,-0.036063604,-0.014779595,0.000000000,0.000000000
0.007264400,0.138504207,0.248357996,0.185586199,-0.190430000,-0.083936796,-0.030826002,-0.061706197,-0.193121389,0.139553189,-0.142667606,0.056193799,-0.057070203,0.093686596,0.678392768,-0.677311778,0.708737612,0.172743604,-0.035306986,0.158503830,0.112513803,-0.554169238,0.517967820,0.874617457,-0.123253800,-0.033339385,-0.015894802,0.000000000,0.000000000
0.007122603,0.138925388,0.249512583,0.186068982,-0.190589190,-0.083767995,-0.031367596,-0.061253808,-0.191864014,0.139521807,-0.142244607,0.055861406,-0.057427593,0.093834996,0.678431392,-0.677573621,0.708538651,0.170899838,-0.033470005,0.159252435,0.112630397,-0.554224193,0.518721223,0.875523031,-0.123839393,-0.031132214,-0.015902206,0.000000000,0.000000000
0.006926000,0.139405996,0.250416994,0.186725006,-0.190727994,-0.083695002,-0.031711001,-0.060727000,-0.190639004,0.139350995,-0.141858995,0.055661000,-0.057854999,0.093966998,0.678489029,-0.677812994,0.708499014,0.168172002,-0.033307999,0.157339007,0.112749003,-0.554238021,0.518944025,0.875828028,-0.124563999,-0.029988000,-0.015186000,0.000000000,0.000000000
0.007264804,0.139215603,0.250804991,0.185981184,-0.190423787,-0.083919398,-0.031706598,-0.060700003,-0.189938799,0.138604388,-0.141770005,0.055952005,-0.058122404,0.093966000,0.678586006,-0.678240418,0.707614183,0.172400057,-0.033577807,0.161959648,0.112401992,-0.554280818,0.519199610,0.876439452,-0.125206411,-0.030651014,-0.014401193,0.000000000,0.000000000
0.007456600,0.139079198,0.251207173,0.185358793,-0.190132409,-0.084113196,-0.031852398,-0.060728800,-0.189687207,0.138222799,-0.141549602,0.056251198,-0.058277197,0.093913004,0.678691387,-0.678647399,0.707519412,0.176460192,-0.034763593,0.164702982,0.112103403,-0.554338813,0.519442022,0.876813054,-0.125663787,-0.031991191,-0.014019201,0.000000000,0.000000000
0.007236199,0.139252797,0.251824200,0.185414404,-0.190030590,-0.084146805,-0.032354999,-0.060668997,-0.189906195,0.138572007,-0.141022801,0.056374997,-0.058097001,0.093454197,0.679016411,-0.679776192,0.709022999,0.177948207,-0.037506204,0.162606195,0.111936197,-0.554414034,0.519974232,0.877062380,-0.125896990,-0.033144400,-0.014304200,0.000000000,0.000000000
0.007337797,0.139112204,0.251669228,0.184956804,-0.189609408,-0.084053606,-0.032421805,-0.060752600,-0.190214798,0.138631001,-0.140831009,0.056267001,-0.057749204,0.093224205,0.679295182,-0.680058837,0.709427834,0.176168635,-0.036140237,0.161295012,0.112050004,-0.554480791,0.520196557,0.876803637,-0.126105994,-0.032460619,-0.013956408,0.000000000,0.000000000
0.007599000,0.138771996,0.251037002,0.184178993,-0.189033002,-0.083921000,-0.032203998,-0.060920998,-0.190481007,0.138413996,-0.140907004,0.056058999,-0.057434000,0.093158998,0.679521978,-0.679866016,0.709273994,0.172849000,-0.033050001,0.160675004,0.112020999,-0.554603994,0.520438015,0.876425982,-0.126053005,-0.030716000,-0.013464000,0.000000000,0.000000000
0.007559003,0.138493806,0.250648618,0.183629408,-0.188823611,-0.084005594,-0.032237001,-0.061098397,-0.190140203,0.138278008,-0.141449600,0.056207798,-0.057496600,0.093101196,0.679682374,-0.679817796,0.709943593,0.171803206,-0.033925772,0.160337389,0.111379012,-0.554730594,0.520624578,0.876420379,-0.124859214,-0.030369997,-0.014122186,0.000000000,0.000000000
0.007074605,0.138404191,0.249997213,0.183830202,-0.188751608,-0.083950996,-0.032451998,-0.061282597,-0.190558389,0.138603389,-0.141738802,0.055803403,-0.057671200,0.093357198,0.680005670,-0.679795802,0.710219383,0.172081798,-0.035570595,0.160768792,0.110750005,-0.555004835,0.520740986,0.876262188,-0.123896599,-0.030848196,-0.015230194,0.000000000,0.000000000
0.005942216,0.138611794,0.248902425,0.185261399,-0.188870594,-0.083631404,-0.032927200,-0.061472796,-0.192284569,0.139728397,-0.141562209,0.054499410,-0.057666801,0.093869999,0.680304646,-0.679767132,0.709908843,0.173613191,-0.036704168,0.162155390,0.110187426,-0.555321634,0.520801365,0.876024365,-0.123805597,-0.032001399,-0.016547581,0.000000000,0.000000000
0.005756596,0.138469815,0.248144805,0.185152009,-0.188802004,-0.083963394,-0.032277614,-0.061642796,-0.193028003,0.139088020,-0.141690806,0.055145182,-0.057438605,0.093778208,0.680747747,-0.680317402,0.709513605,0.173742011,-0.038218383,0.161095023,0.109358609,-0.555824399,0.521552980,0.875737190,-0.123866603,-0.031723212,-0.017052799,0.000000000,0.000000000
0.005800009,0.138035014,0.247173041,0.184539005,-0.188556015,-0.084195010,-0.031259019,-0.061894994,-0.193409979,0.137900010,-0.142049983,0.056466982,-0.057129011,0.093479998,0.681351960,-0.681295931,0.709186018,0.173036009,-0.039902970,0.158832043,0.108711012,-0.556445003,0.522478998,0.875163972,-0.124021001,-0.031023003,-0.016897006,0.000000000,0.000000000
0.003739635,0.137331605,0.244128853,0.186751574,-0.188190222,-0.081782639,-0.032126784,-0.062617786,-0.195111185,0.139720976,-0.142495587,0.054776035,-0.057041001,0.093333401,0.681734920,-0.682155788,0.709850430,0.173105985,-0.041597992,0.158215404,0.107710615,-0.556793392,0.522890210,0.874764204,-0.124068603,-0.032267183,-0.016209411,0.000000000,0.000000000
0.002754790,0.136905596,0.241851032,0.187666833,-0.187896013,-0.080864370,-0.031940442,-0.063088201,-0.196998551,0.140346631,-0.142798796,0.054134771,-0.056680813,0.093006209,0.682101786,-0.683053195,0.710010648,0.172149464,-0.039964736,0.159435511,0.106892608,-0.557091594,0.523130178,0.874528646,-0.124707565,-0.031468883,-0.015845798,0.000000000,0.000000000
0.004052378,0.137008801,0.241422206,0.185759038,-0.187785804,-0.083053567,-0.029548043,-0.063006997,-0.198728174,0.138141423,-0.142794803,0.056019571,-0.056345418,0.092856020,0.682373166,-0.683551610,0.709064007,0.169503644,-0.033628047,0.162760392,0.107273608,-0.557283759,0.522760987,0.873789966,-0.126253963,-0.028098645,-0.016146606,0.000000000,0.000000000
0.004711405,0.136791393,0.240170166,0.184762388,-0.187473595,-0.084163211,-0.028062183,-0.063287213,-0.200343028,0.137403011,-0.143009007,0.056927405,-0.055558592,0.092332788,0.682720423,-0.683304787,0.708922982,0.168369204,-0.036755532,0.160071105,0.107437193,-0.557465553,0.522202194,0.872645736,-0.128178224,-0.029477462,-0.014867166,0.000000000,0.000000000
0.004626010,0.136298016,0.238172039,0.184686005,-0.187079012,-0.084203005,-0.027411012,-0.063899986,-0.202071935,0.137937978,-0.143481985,0.056823011,-0.054700021,0.091760017,0.683017015,-0.682425022,0.709285975,0.167885020,-0.044733834,0.154077128,0.107280999,-0.557525992,0.521896005,0.871574044,-0.129797965,-0.033233926,-0.013114030,0.000000000,0.000000000
0.003200382,0.135626599,0.235423565,0.186080620,-0.187064201,-0.082867980,-0.027715003,-0.064862609,-0.204633415,0.139840022,-0.144542411,0.055138178,-0.053832605,0.091534421,0.683379412,-0.681542575,0.708905339,0.165733382,-0.046295397,0.150979370,0.106447786,-0.557717621,0.522997856,0.871663213,-0.129044786,-0.032092780,-0.014028013,0.000000000,0.000000000
0.002189408,0.134944424,0.232918262,0.186509028,-0.186768621,-0.082133189,-0.027445631,-0.065659583,-0.207060933,0.140404224,-0.145146012,0.054453582,-0.053573802,0.092060775,0.683965325,-0.680399418,0.708024621,0.163941428,-0.045614038,0.149993986,0.105538815,-0.558062434,0.524596214,0.871583998,-0.128418803,-0.031118382,-0.014332225,0.000000000,0.000000000
0.002329000,0.134339795,0.231131598,0.184971184,-0.185962796,-0.082818404,-0.026001392,-0.066063203,-0.208942220,0.138555795,-0.144899800,0.055848401,-0.053155798,0.092224807,0.684222400,-0.680169404,0.707592189,0.163365394,-0.043356992,0.151305005,0.105612196,-0.558092594,0.524675608,0.870799184,-0.128756806,-0.032673810,-0.012933194,0.000000000,0.000000000
0.001794211,0.133657813,0.228654236,0.184918582,-0.185284808,-0.082181618,-0.025026206,-0.066752389,-0.211309180,0.138361186,-0.145255595,0.056227602,-0.052379612,0.091879010,0.684614003,-0.679986835,0.707408428,0.162446618,-0.042895392,0.151573211,0.105458409,-0.558054805,0.524722397,0.870715022,-0.129023001,-0.034066994,-0.012583796,0.000000000,0.000000000
0.000732000,0.132986993,0.225812003,0.185824007,-0.184839994,-0.081069000,-0.024595000,-0.067626998,-0.213995993,0.139479995,-0.146082997,0.055948999,-0.052030999,0.092187002,0.685290992,-0.679202020,0.706840992,0.161715001,-0.043873999,0.151265994,0.104805000,-0.558062971,0.525156021,0.871196985,-0.129263997,-0.035657000,-0.013146000,0.000000000,0.000000000
0.000017994,0.132350191,0.223042160,0.185272783,-0.184354201,-0.081770211,-0.023970392,-0.068405405,-0.217166424,0.139663786,-0.146354795,0.055971399,-0.051057994,0.091110185,0.685945213,-0.679820240,0.705995977,0.162154019,-0.044067420,0.152800217,0.106270328,-0.557922781,0.521890044,0.869546056,-0.129788205,-0.040311351,-0.013808807,0.000000000,0.000000000
-0.000594412,0.131683379,0.220248744,0.184662595,-0.183846593,-0.082443804,-0.023370590,-0.069225214,-0.220202267,0.139952809,-0.146796212,0.055941395,-0.049315397,0.089273617,0.686790466,-0.682030261,0.706563950,0.164213061,-0.047414109,0.152888775,0.105626784,-0.558014810,0.521357238,0.869860590,-0.130181208,-0.040740184,-0.014143197,0.000000000,0.000000000
-0.001202404,0.130967796,0.217432186,0.184462607,-0.183333009,-0.082465000,-0.022864997,-0.070126206,-0.222832620,0.140622616,-0.147657797,0.055777602,-0.050147403,0.091695003,0.687243164,-0.680816591,0.707776964,0.167900011,-0.053921811,0.150218189,0.105813548,-0.558187604,0.523511052,0.869106650,-0.130340397,-0.039867960,-0.013625398,0.000000000,0.000000000
-0.002227618,0.130399197,0.214167744,0.184833810,-0.182917997,-0.081896186,-0.021990385,-0.070716009,-0.225934654,0.140887201,-0.148620218,0.055454992,-0.050585389,0.093351193,0.687946439,-0.679168463,0.707203388,0.166155338,-0.051293083,0.150379419,0.102798581,-0.558584213,0.526618361,0.871100843,-0.130122989,-0.037690792,-0.013487602,0.000000000,0.000000000
