joint_0,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_8,joint_9,joint_10,joint_11,joint_12,joint_13,joint_14,joint_15,joint_16,joint_17,joint_18,joint_19,joint_20,joint_21,joint_22,joint_23,joint_24,joint_25,joint_26,joint_27,joint_28
0.028287601,0.124086395,0.160729796,0.153574407,-0.154411003,-0.087459601,0.034027800,-0.071866602,-0.280769795,0.121458799,-0.152737603,0.055233605,-0.058741800,1.346665382,1.606931686,1.204227805,1.262088299,-0.196375191,-0.180829197,0.030968400,0.513809383,-1.667113543,-0.507520616,1.381455779,0.010447200,-0.003453000,-0.033314001,0.000000000,0.000000000
0.028097000,0.124089003,0.160646006,0.153937995,-0.154336005,-0.086988002,0.034007002,-0.071811996,-0.280481011,0.121421002,-0.153306007,0.055025000,-0.058735002,1.346665025,1.606902957,1.204236031,1.262084961,-0.196365997,-0.180836007,0.030965000,0.513806999,-1.667032003,-0.507523000,1.381450057,0.010457000,-0.003454000,-0.033316001,0.000000000,0.000000000
0.027675599,0.124044195,0.160405010,0.154756799,-0.154928803,-0.087053403,0.034081399,-0.071852803,-0.281082213,0.121466592,-0.152672201,0.055467401,-0.058733195,1.346671104,1.606891394,1.204232812,1.262080908,-0.196368814,-0.180833608,0.030962000,0.513806581,-1.666995764,-0.507523000,1.381447434,0.010461600,-0.003454400,-0.033316799,0.000000000,0.000000000
0.026371000,0.123120196,0.157725990,0.153701991,-0.153754592,-0.086906999,0.033896800,-0.072653599,-0.283966601,0.121337801,-0.152778804,0.055219598,-0.059083998,1.349483013,1.605808020,1.205716014,1.256232023,-0.204302996,-0.177681997,0.029591000,0.511385024,-1.664637089,-0.508499980,1.380988955,0.016217999,-0.004993000,-0.032575998,0.000000000,0.000000000
0.026786201,0.123128608,0.157822192,0.152834594,-0.153140992,-0.086924002,0.033821799,-0.072656006,-0.283383578,0.121262208,-0.154062197,0.053280592,-0.059065003,1.349491239,1.605697155,1.205728650,1.256260395,-0.204288200,-0.177679002,0.029624799,0.511389196,-1.664459586,-0.508503020,1.380992174,0.016214600,-0.004998200,-0.032572798,0.000000000,0.000000000
0.026351396,0.123199597,0.157667994,0.153709009,-0.153448999,-0.086751804,0.033796601,-0.072642401,-0.283350587,0.121279001,-0.153849199,0.052898601,-0.059058398,1.349493027,1.605663300,1.205732584,1.256269693,-0.204282403,-0.177679002,0.029635601,0.511390984,-1.664408803,-0.508502007,1.380993962,0.016213000,-0.005000000,-0.032570999,0.000000000,0.000000000
0.026261000,0.123153001,0.157521993,0.153879002,-0.153496996,-0.086512998,0.033838000,-0.072650000,-0.283621997,0.121330999,-0.152817994,0.053738002,-0.059057999,1.349493027,1.605651975,1.205734015,1.256271005,-0.204281002,-0.177680001,0.029635999,0.511394024,-1.664387941,-0.508500993,1.380995035,0.016213000,-0.005002000,-0.032570001,0.000000000,0.000000000
0.025595602,0.123286203,0.157622397,0.155344605,-0.154661998,-0.086770803,0.033811200,-0.072688200,-0.283554196,0.121343203,-0.152496800,0.055321999,-0.059057996,1.349493027,1.605651975,1.205734015,1.256271005,-0.204281002,-0.177680001,0.029635999,0.511394024,-1.664387941,-0.508500993,1.380995035,0.016213000,-0.005002000,-0.032570001,0.000000000,0.000000000
0.026136793,0.123243600,0.157737404,0.154287010,-0.154239208,-0.086921602,0.033874400,-0.072639003,-0.283425987,0.121317804,-0.153163403,0.055352006,-0.059057999,1.349491954,1.605641842,1.205734968,1.256271005,-0.204285592,-0.177680999,0.029637000,0.511394024,-1.664372206,-0.508500993,1.380995750,0.016213000,-0.005002000,-0.032569200,0.000000000,0.000000000
0.025944799,0.123199202,0.157467008,0.154739201,-0.154115990,-0.086630598,0.034042802,-0.072567999,-0.283303797,0.121233001,-0.154996395,0.052933000,-0.059051998,1.349474788,1.605499506,1.205754995,1.256284714,-0.204342797,-0.177688003,0.029649001,0.511394203,-1.664139748,-0.508508623,1.381011486,0.016220199,-0.005000200,-0.032554600,0.000000000,0.000000000
0.026053797,0.123185195,0.157493800,0.154539809,-0.154141799,-0.086669199,0.034082398,-0.072569191,-0.283678174,0.121281594,-0.154302001,0.053833991,-0.059039004,1.349455953,1.605250955,1.205775976,1.256306052,-0.204449996,-0.177686006,0.029667001,0.511389971,-1.663730025,-0.508526027,1.381039977,0.016235000,-0.004994000,-0.032527000,0.000000000,0.000000000
