root_ori6_0,root_ori6_1,root_ori6_2,root_ori6_3,root_ori6_4,root_ori6_5
0.061948061,0.998057604,-0.998028517,0.062010229,-0.010075131,-0.005977484
0.062348902,0.998035252,-0.998006523,0.062405407,-0.009772602,-0.005587624
0.062348902,0.998035252,-0.998006523,0.062405407,-0.009772602,-0.005587624
0.062495410,0.998025477,-0.998002112,0.062550128,-0.009286689,-0.005719671
0.062495410,0.998025477,-0.998002112,0.062550128,-0.009286689,-0.005719671
0.062941194,0.997995317,-0.997972429,0.062999666,-0.009451078,-0.006023024
0.063234329,0.997975767,-0.997953475,0.063294649,-0.009511551,-0.006182975
0.063234329,0.997975767,-0.997953475,0.063294649,-0.009511551,-0.006182975
0.062875867,0.997994661,-0.997971177,0.062944353,-0.010009131,-0.006681068
0.062715709,0.998002529,-0.997961760,0.062799454,-0.011795378,-0.006868305
0.062715709,0.998002529,-0.997961760,0.062799454,-0.011795378,-0.006868305
0.063043773,0.997982085,-0.997934163,0.063131094,-0.012368489,-0.006798223
0.063043773,0.997982085,-0.997934163,0.063131094,-0.012368489,-0.006798223
0.063096046,0.997975945,-0.997933507,0.063185990,-0.012145888,-0.007172401
0.063096046,0.997975945,-0.997933507,0.063185990,-0.012145888,-0.007172401
0.063322484,0.997960210,-0.997909307,0.063420296,-0.012935362,-0.007298178
0.063164115,0.997972369,-0.997921824,0.063257277,-0.012742586,-0.007045764
0.063164115,0.997972369,-0.997921824,0.063257277,-0.012742586,-0.007045764
0.062721729,0.997996390,-0.997953951,0.062818289,-0.012404019,-0.007552714
0.062351406,0.998019218,-0.997983098,0.062444806,-0.011917626,-0.007633253
0.062351406,0.998019218,-0.997983098,0.062444806,-0.011917626,-0.007633253
0.061265945,0.998084843,-0.998050749,0.061361551,-0.011887141,-0.007847771
0.061265945,0.998084843,-0.998050749,0.061361551,-0.011887141,-0.007847771
0.060681939,0.998118937,-0.998089135,0.060777843,-0.011663614,-0.008052588
0.060681939,0.998118937,-0.998089135,0.060777843,-0.011663614,-0.008052588
0.061602414,0.998058915,-0.998038769,0.061698020,-0.011124104,-0.008469462
0.062832177,0.997981489,-0.997967422,0.062924564,-0.010640033,-0.008580746
0.062832177,0.997981489,-0.997967422,0.062924564,-0.010640033,-0.008580746
0.062447786,0.998009264,-0.997992694,0.062535226,-0.010533730,-0.008186736
0.062447786,0.998009264,-0.997992694,0.062535226,-0.010533730,-0.008186736
0.061136425,0.998097360,-0.998078167,0.061212480,-0.010115981,-0.007389737
0.060365021,0.998146534,-0.998127341,0.060436904,-0.009892240,-0.007138980
0.059389532,0.998201132,-0.998178124,0.059471846,-0.010643763,-0.007589621
0.058766484,0.998234153,-0.998215199,0.058853447,-0.010631005,-0.008059365
0.057965159,0.998277545,-0.998267651,0.058051646,-0.010093715,-0.008496001
0.057965159,0.998277545,-0.998267651,0.058051646,-0.010093715,-0.008496001
0.057115495,0.998322368,-0.998317242,0.057205617,-0.010028062,-0.008943475
0.056076348,0.998371124,-0.998369694,0.056182444,-0.010651832,-0.009934733
0.055414498,0.998404145,-0.998406291,0.055524588,-0.010679404,-0.010302939
0.054531336,0.998453200,-0.998455465,0.054640770,-0.010639356,-0.010280166
0.054531336,0.998453200,-0.998455465,0.054640770,-0.010639356,-0.010280166
0.053740561,0.998498976,-0.998499930,0.053845763,-0.010483248,-0.010024303
0.053740561,0.998498976,-0.998499930,0.053845763,-0.010483248,-0.010024303
0.052885830,0.998547375,-0.998545110,0.052988946,-0.010530552,-0.009767407
0.052254319,0.998581231,-0.998574793,0.052360356,-0.010873854,-0.009706384
0.052254319,0.998581231,-0.998574793,0.052360356,-0.010873854,-0.009706384
0.051147103,0.998636365,-0.998631239,0.051255941,-0.010940376,-0.009912467
0.051147103,0.998636365,-0.998631239,0.051255941,-0.010940376,-0.009912467
0.050329626,0.998674631,-0.998668432,0.050445855,-0.011333328,-0.010212826
0.049522042,0.998713672,-0.998704016,0.049643874,-0.011742892,-0.010320841
