root_ori6_0,root_ori6_1,root_ori6_2,root_ori6_3,root_ori6_4,root_ori6_5
0.020754516,0.997425139,-0.998340905,0.016986907,0.053710327,-0.069676131
0.021170586,0.997465611,-0.998374581,0.017496079,0.052915439,-0.068966351
0.021587282,0.997505486,-0.998407543,0.018004566,0.052120842,-0.068256155
0.022004366,0.997544408,-0.998439431,0.018512249,0.051326506,-0.067545503
0.022422254,0.997582853,-0.998470724,0.019019783,0.050532453,-0.066834450
0.022840500,0.997620404,-0.998501122,0.019526482,0.049738668,-0.066122942
0.023259372,0.997657299,-0.998530626,0.020032734,0.048945140,-0.065410994
0.023678869,0.997693539,-0.998559356,0.020538419,0.048151918,-0.064698651
0.024098903,0.997729003,-0.998587310,0.021043569,0.047358975,-0.063985877
0.024519324,0.997763634,-0.998614192,0.021548033,0.046566311,-0.063272670
0.024940521,0.997797608,-0.998640418,0.022051960,0.045773923,-0.062559046
0.025362104,0.997830927,-0.998665869,0.022555321,0.044981837,-0.061845001
0.025784463,0.997863412,-0.998690367,0.023058146,0.044190027,-0.061130539
0.026207238,0.997895181,-0.998714030,0.023560435,0.043398503,-0.060415659
0.026630580,0.997926354,-0.998736978,0.024062097,0.042607285,-0.059700370
0.027054548,0.997956812,-0.998759091,0.024563193,0.041816339,-0.058984652
0.027478933,0.997986376,-0.998780310,0.025063634,0.041025694,-0.058268521
0.027903855,0.998015285,-0.998800635,0.025563538,0.040235348,-0.057551976
0.028329700,0.998043299,-0.998820066,0.026063174,0.039445288,-0.056835033
0.028755665,0.998070955,-0.998838902,0.026561737,0.038655527,-0.056117665
0.029182315,0.998097599,-0.998856723,0.027059913,0.037866075,-0.055399910
0.029609710,0.998123586,-0.998873770,0.027557760,0.037076917,-0.054681741
0.030037344,0.998148799,-0.998889923,0.028054655,0.036288068,-0.053963162
0.030465543,0.998173356,-0.998905301,0.028551042,0.035499517,-0.053244174
0.030894399,0.998197079,-0.998919725,0.029046893,0.034711272,-0.052524790
0.031323761,0.998220325,-0.998933554,0.029542178,0.033923350,-0.051805027
0.031753927,0.998242497,-0.998946309,0.030037075,0.033135716,-0.051084846
0.032184273,0.998264194,-0.998958349,0.030530959,0.032348402,-0.050364263
0.032615393,0.998285115,-0.998969615,0.031024545,0.031561397,-0.049643293
0.033046931,0.998305321,-0.998980045,0.031517476,0.030774713,-0.048921932
0.033479035,0.998324752,-0.998989463,0.032009780,0.029988339,-0.048200171
0.033911735,0.998343408,-0.998998106,0.032501608,0.029202271,-0.047478013
0.034344852,0.998361409,-0.999005973,0.032992780,0.028416531,-0.046755470
0.034778684,0.998378634,-0.999013066,0.033483475,0.027631110,-0.046032548
0.035212904,0.998395085,-0.999019146,0.033973366,0.026846014,-0.045309231
0.035647690,0.998411059,-0.999024630,0.034462750,0.026061244,-0.044585541
0.036083132,0.998426080,-0.999029160,0.034951597,0.025276793,-0.043861452
0.036518961,0.998440385,-0.999032736,0.035439759,0.024492670,-0.043136988
0.036955237,0.998454034,-0.999035656,0.035927176,0.023708884,-0.042412147
0.037392288,0.998466909,-0.999037683,0.036414295,0.022925410,-0.041686919
0.037829727,0.998479068,-0.999038875,0.036900729,0.022142278,-0.040961321
0.038267732,0.998490512,-0.999039233,0.037386537,0.021359477,-0.040235344
0.038706243,0.998501301,-0.999038815,0.037871659,0.020577012,-0.039508991
0.039145291,0.998511374,-0.999037564,0.038356245,0.019794881,-0.038782276
0.039584994,0.998520494,-0.999035239,0.038840413,0.019013070,-0.038055159
0.040024996,0.998529077,-0.999032378,0.039323688,0.018231619,-0.037327692
0.040465742,0.998537004,-0.999028623,0.039806515,0.017450500,-0.036599863
0.040906936,0.998543859,-0.999023795,0.040288717,0.016669719,-0.035871655
0.041348517,0.998550355,-0.999018490,0.040770233,0.015889293,-0.035143089
0.041790813,0.998555958,-0.999012172,0.041251153,0.015109207,-0.034414161
0.042233467,0.998560905,-0.999005079,0.041731596,0.014329467,-0.033684865
0.042676836,0.998565137,-0.998997152,0.042211324,0.013550073,-0.032955214
0.043120652,0.998568416,-0.998988152,0.042690545,0.012771025,-0.032225192
0.043564767,0.998571396,-0.998978734,0.043168873,0.011992340,-0.031494826
0.044009596,0.998573244,-0.998968184,0.043646842,0.011213997,-0.030764095
0.044454962,0.998574615,-0.998956919,0.044124156,0.010436011,-0.030033011
