left_wrist_roll_joint,right_wrist_roll_joint,left_wrist_pitch_joint,right_wrist_pitch_joint,left_wrist_yaw_joint,right_wrist_yaw_joint
-0.246711999,0.019213000,0.014284000,-0.043370999,-0.188380003,-0.043414999
-0.253474593,0.023193384,0.011984404,-0.042596199,-0.179572612,-0.049475193
-0.259625554,0.030050362,0.011430400,-0.041977808,-0.176590800,-0.052379780
-0.263622999,0.037775591,0.012213798,-0.040993001,-0.177262202,-0.056599192
-0.270266593,0.041484393,0.015341383,-0.042302992,-0.173948020,-0.061370380
-0.278090984,0.041873999,0.019551976,-0.044249993,-0.168539032,-0.067289956
-0.283268809,0.040258192,0.021916609,-0.042525187,-0.167172611,-0.074788831
-0.288516611,0.038289398,0.023952002,-0.039228395,-0.163747191,-0.083801217
-0.294568777,0.036697600,0.025913198,-0.034874603,-0.155793607,-0.094429389
-0.298665583,0.034483209,0.027918393,-0.032340605,-0.151916593,-0.103678167
-0.300312012,0.030409999,0.031041000,-0.030010000,-0.149840996,-0.111129999
-0.297766626,0.019691229,0.039117381,-0.022695621,-0.143404216,-0.115907982
-0.293702811,0.011540024,0.045403577,-0.017570810,-0.137161434,-0.119095378
-0.289066225,0.009401631,0.047249787,-0.017404012,-0.132648230,-0.121387184
-0.285730988,0.002420775,0.049764406,-0.014284788,-0.127764389,-0.122067004
-0.282575995,-0.006683000,0.052806001,-0.008787000,-0.121839002,-0.122686997
-0.276885211,-0.011039192,0.056675188,-0.001351019,-0.111693829,-0.128812775
-0.268192440,-0.015616370,0.057083614,0.003740786,-0.104783818,-0.132776201
-0.255885869,-0.022007357,0.052181613,0.004560188,-0.103887253,-0.131411001
-0.244961977,-0.026882209,0.054093413,0.007913613,-0.089638948,-0.130856007
-0.237311006,-0.030166000,0.059620000,0.011626000,-0.066698998,-0.130654007
-0.238441199,-0.030947000,0.060501803,0.009436809,-0.045293652,-0.128653809
-0.240897804,-0.033239376,0.059650805,0.007020607,-0.025509095,-0.127712801
-0.241735414,-0.038683202,0.057644792,0.006358399,-0.007985508,-0.129160821
-0.244456410,-0.033537172,0.056110397,0.006840602,0.011017051,-0.134714410
-0.248597994,-0.022516999,0.054191001,0.006986000,0.030305000,-0.141438007
-0.252536982,-0.015787613,0.049050212,0.003022213,0.046868958,-0.142019600
-0.255942583,-0.015596377,0.044874012,-0.001433980,0.064187907,-0.139114827
-0.258849204,-0.023654575,0.043279018,-0.005223769,0.083271086,-0.133115649
-0.260492384,-0.019988105,0.039297856,-0.009583553,0.093989141,-0.128681839
-0.260578007,-0.010373000,0.034401000,-0.014282000,0.100400001,-0.124011002
-0.258319795,-0.009366798,0.031858403,-0.018303189,0.112752765,-0.114643030
-0.255189151,-0.008894791,0.032128215,-0.024797063,0.124956280,-0.100831278
-0.251623809,-0.006126760,0.035678811,-0.035055250,0.135103032,-0.081846081
